numero di parole,PAROLE_ESSENZIALI,1sost2Verbi3Agg4Avv,PAROLA,LetteraIniziale,ContieneDoppie,CosaE,DeMauro,COLFISfASS,Nsillabe,Sillaba1,Sillaba2,Sillaba3,Sillaba4,Sillaba5,Sillaba6,NonParola1_similexfinale,NonParola2_similexiniziali,FRASE,ChiCosComDovQuaPer,ChiCosComDovQuaPerCorr,ChiCosComDovQuaPerErr1,ChiCosComDovQuaPerErr2,,FrasiOhO,FraseOhO,corretta,errata,,articoloIndizio,fraseArticoli,par_F_sing,par_F_plur,par_M_sing,par_M_plur,,CECISONOCISARANNO,FraseCECISON,Passato,Presente,Futuro,Indizio_parte_del_testo,Indizio,parte_da_eliminareCORRETTA,Errata1,Errata2,ConsonanteVocale,,PAROLA,1Animali,1Vegetali,2PartidelCorpo,2Abbigliamento,2MangiareeBere,2Mobilia,2MezzoT
69,1,1,bandiera,b,2,s.,3,108,3,ban,die,ra,,,,senziera,banditra,La bandiera ha due righe orizzontali e una verticale,Cosa ha due righe orizzontali e una verticale?,La bandiera,Lo stemma,La candela,,La bandiera ha due righe orizzontali e una verticale,La bandiera ... due righe orizzontali e una verticale,HA,A,,par_F_sing,La ... ha due righe orizzontali e una verticale,bandiera,bandiere,casco,,,Nella bandiera ci sono due righe orizzontali e una riga verticale,Nella bandiera ... due righe orizzontali e una riga verticale,0,1,0,NO,PRESENTE,ci sono,c'erano,ci saranno,CVCCVVCV,,bandiera,,,,,,,
70,1,1,barche,b,2,s.,1,41,2,bar,che,,,,,farche,barcne,Le barche azzurre galleggiano nel mare,Come sono le barche che galleggiano nel mare?,Azzurre,Verdi,Rosse,,Le barche a vela si muovono con il vento,Le barche ... vela si muovono con il vento ,A,HA,,par_F_plur,Le ... azzurre galleggiano nel mare ,nave,barche,monopattino,,,Ieri nel mare c'erano molte barche,Ieri nel mare ... molte barche,1,0,0,SI,PASSATO ,c'erano,ci sono,ci saranno,CVCCCV,,barche,,,,,,,1
71,,1,barile,b,2,s.,2,11,3,ba,ri,le,,,,getile,barasu,Dentro il barile c'è tanto olio d'oliva,L'olio nel barile:,C'è,C'era,Ci sarà,,,,,,,par_M_sing,Dentro il ... c'è tanto olio d'oliva,botte,,barile,bicchieri,,Dentro il barile c'è tanto olio d'oliva,Dentro il barile ... tanto olio d'oliva,0,1,0,NO,PRESENTE,c'è,ci sono,c'erano,CVCVCV,,barile,,,,,,,
72,,1,baule,b,2,s.,2,9,3,ba,u,le,,,,quate,baure,Nel vecchio baule della nonna ci sono tanti libri ,I libri nel vecchio baule:,Ci sono,C'erano,Ci saranno,,La nonna ha un baule pieno di libri antichi ,La nonna ... un baule pieno di libri antichi ,HA,A,,par_M_sing,Il ... della nonna è molto antico,cassettiera,,baule,bauli,,Nel baule di zia Enrica ci sono vecchi vestiti,Nel baule di zia Enrica... vecchi vestiti,0,1,0,NO,PRESENTE,ci sono ,ci sarà,c'era,CVVCV,,baule,,,,,,1,
73,1,1,berretto,b,1,s.,2,17,3,ber,ret,to,,,,vessetto,berrucco,Io ho almeno cinque berretti a casa,Dove ho cinque berretti?,A casa,A scuola,Nella cassa,,Io ho almeno cinque berretti a casa,Io ... almeno cinque berretti a casa,HO,O,,par_M_plur,I suoi ... sono tutti di lana,,bretelle,berretto,berretti,,"A Natale, sotto l'albero, ci sarà un berretto rosso","A Natale, sotto l'albero, ... un berretto rosso",0,0,1,NO,FUTURO,ci sarà,c'era,ci saranno,CVCCVCCV,,berretto,,,,1,,,
74,1,1,bicchiere,b,1,s.,1,111,3,bic,chie,re,,,,crecchiere,bimmosu,I bicchieri di cristallo sono molto delicati,I bicchieri di cristallo sono molto ...,Delicati,Resistenti,Piegati,,Il tè può essere bevuto nella tazza o nel bicchiere,Il tè può essere bevuto nella tazza ... nel bicchiere,O,HO,,par_M_plur,I ... di cristallo sono molto delicati,forchetta,,bicchiere,bicchieri,,In questa casa non ci sono bicchieri di cristallo,In questa casa non ... bicchieri di cristallo,0,1,0,NO,PRESENTE,ci sono,c'era,c'è,CVCCCVVCV,,bicchiere,,,,,,,
75,1,1,bicicletta,b,1,s.,3,65,4,bic,ci,clet,ta,,,felicletta,bicistocca,La bicicletta di Filippo è arancione,La bicicletta...,E' arancione,E' gialla,Era arancione,,Filippo ha una bicicletta arancione con le ruote rosse,Filippo ... una bicicletta arancione con le ruote rosse,HA,A,,par_F_sing,La ... di Filippo è arancione,bicicletta,biciclette,giubbino,,,L'altro pomeriggio c'era una bicicletta arancione parcheggiata nel vialetto,L'altro pomeriggio ... una bicicletta arancione parcheggiata nel vialetto,1,0,0,SI,PASSATO,c'era,c'è,c'erano,CVCVCCVCCV,,bicicletta,,,,,,,1
76,1,1,biglia,b,2,s.,2,1,2,bi,glia,,,,,zoglia,bicnia,Il papà ha trovato una biglia gialla con tanti pallini rossi,Chi ha trovato una biglia?,Papà,Mamma ,Papa,,Il papà ha trovato una biglia gialla con tanti pallini rossi,Il papà ... trovato una biglia gialla con tanti pallini rossi,HA,A,,par_M_sing,Il ... ha trovato una biglia gialla con tanti pallini rossi,mamma,,papà,bambini,,,,,,,,,,,,CVCCVV,,biglia,,,,,,,
77,1,1,biscotti,b,1,s.,3,20,3,bi,scot,ti,,,,rinletto,biscelle,I biscotti della nonna sono deliziosi,I biscotti ...,Sono deliziosi,Erano deliziosi,Saranno deliziosi,,Luigi ha cucinato i biscotti,Luigi ... cucinato i biscotti,HA,A,,par_M_plur,I ... della nonna sono deliziosi,torta,,budino,biscotti,,"Prima sul tavolo c'erano i biscotti, ora sono spariti ","Prima sul tavolo ... i biscotti, ora sono spariti",1,0,0,SI,PASSATO,c'erano,ci sono,ci saranno,CVCCVCCV,,biscotti,,,,,1,,
78,1,1,bistecca,b,1,s.,3,6,3,bis,tec,ca,,,,girdeccca,bistarre,Io ho ordinato la bistecca alla fiorentina dal menù,Cosa hai ordinato?,Bistecca,Cotoletta,Lecca-lecca,,Io ho ordinato la bistecca alla fiorentina dal menù,Io ... ordinato la bistecca alla fiorentina dal menù,HO,O,,par_F_sing,Io ho ordinato la ... alla fiorentina dal menù,bistecca,patatine,,involtini,,,,,,,,,,,,CVCCVCCV,,bistecca,,,,,1,,
79,1,1,bocca,b,1,s.,1,334,2,boc,ca,,,,,fenca,borzu,C'era un moscerino dentro la mia bocca,Cosa c'era dentro la mia bocca?,Moscerino,Zanzara,Polvere,,Io ho un moscerino dentro la mia bocca,Io ... un moscerino dentro la mia bocca,HO,O,,par_F_sing,C'era un moscerino dentro la mia ...,bocca,,stomaco,denti,,C'era un moscerino dentro la mia bocca,... un moscerino dentro la mia bocca,1,0,0,NO,PASSATO,c'era,ci sono,ci sarà,CVCCV,,bocca,,,1,,,,
80,1,1,bomba,b,2,s.,3,128,2,bom,ba,,,,,remba,bonto,C'era una bomba inesplosa in città,Dove c'era una bomba inesplosa?,In città,Nell'oceano,Sulla montagna,,La bomba inesplosa ha cento anni,La bomba inesplosa ... cento anni,HA,A,,par_F_sing,La ... inesplosa ha cento anni,bomba,bombe,tombino,,,C'era una bomba inesplosa in città,... una bomba inesplosa in città,1,0,0,NO,PASSATO,c'era,c'erano,ci sono ,CVCCV,,bomba,,,,,,,
81,1,1,borsa,b,1,s.,2,192,2,bor,sa,,,,,gersa,borve,C'è la borsa argentata nell'armadio,Nell'armadio ...,C'è una borsa,Ci sarà una borsa,C'era una borsa?,,Lucia ha una nuova borsa,Lucia ... una nuova borsa,HA,A,,par_F_sing,C'è la ... argentata nell'armadio,borsa,magliette,maglione,,,C'è la borsa argentata nell'armadio,... la borsa argentata nell'armadio,0,1,0,NO,PRESENTE,c'è,ci sono,c'erano,CVCCV,,borsa,,,,1,,,
82,1,1,bosco,b,2,s.,1,118,2,bo,sco,,,,,resco,bosti,Nel bosco ci sono molti animali selvatici ,Nel bosco ci sono ...,Animali selvatici,Pinguini,Rocce,,Il bosco ha tante specie di piante,Il bosco ... tante specie di piante,HA,A,,par_M_plur,I ... sono dei luoghi magici in cui vivono le fate ,steppa,foreste,,boschi,,"Ieri, lungo il sentiero di montagna, c'era un antico bosco di faggi","Ieri, lungo il sentiero di montagna ,... un antico bosco di faggi",1,0,0,SI,PASSATO,c'era,ci sarà,ci sono ,CVCCV,,bosco,,,,,,,
83,1,1,bottiglia,b,1,s.,1,64,4,bot,ti,gli,a,,,veggiglia,bottorghia,Dentro il frigo c'è una bottiglia di acqua frizzante,Dov'è la bottiglia?,Frigo,Congelatore,Cucina,,Dentro il frigo io ho una bottiglia d'acqua frizzante,Dentro il frigo io ... una bottiglia d'acqua frizzante,HO,O,,par_M_sing,Dentro il ... c'è una bottiglia di acqua frizzante,vasca,stanze,frigo,,,Dentro il frigo c'è una bottiglia di acqua frizzante,Dentro il frigo ... una bottiglia di acqua frizzante,0,1,0,NO,PRESENTE,c'è,ci sono,ci saranno,CVCCVCCVV,,bottiglia,,,,,,,
84,1,1,bottoni,b,1,s.,3,26,3,bot,to,ni,,,,verroni,bottemo,Luigi ha perso un bottone della sua camicia preferita,"Il bottone, Luigi lo ...",Ha perso ,Perderà,Perse,,La nonna ha cucito sulla camicia il bottone che Marco aveva perso,La nonna ... cucito sulla camicia il bottone che Marco aveva perso,HA,A,,par_M_plur,I ... della giacca di papà sono dorati,,maniche,bottone,bottoni,,Nel cestino da cucito della nonna ci sono bottoni di colori e forme differenti,Nel cestino da cucito della nonna ... bottoni di colori e forme differenti,0,1,0,NO,PRESENTE,ci sono ,ci sarà,c'era,CVCCVCV,,bottoni,,,,1,,,
85,,1,bruco,b,2,s.,2,1,2,bru,co,,,,,cleco,bruza,Sulla pianta c'è un minuscolo bruco che sta mangiando le foglie,Chi sta mangiando le foglie della pianta?,Bruco,Buco,Farfalla,,,,,,,par_F_plur,Sulla pianta c'è un minuscolo bruco che sta mangiando le ...,farfalla,foglie,serpente,,,Sulla pianta c'è un minuscolo bruco che sta mangiando le foglie,Sulla pianta ... un minuscolo bruco che sta mangiando le foglie,0,1,0,NO,PRESENTE,c'è,ci sarà,c'erano,CCVCV,,bruco,1,,,,,,
86,1,1,bufalo,b,2,s.,2,4,3,bu,fa,lo,,,,brimalo,bufico,Il bufalo ha due possenti corna e una grande stazza,Il bufalo ha una grande...,Stazza,Stizza,Coda,,Il bufalo ha due possenti corna e una grande stazza,Il bufalo ... due possenti corna e una grande stazza,HA,A,,par_M_sing,Il ... ha due possenti corna e una grande stazza,zattera,,bufalo,bufali,,In Africa ci sono molti branchi di bufali,In Africa ... molti branchi di bufali,0,1,0,NO,PRESENTE,ci sono,ci saranno,c'è,CVCVCV,,bufalo,1,,,,,,
87,1,1,burro,b,1,s.,3,92,2,bur,ro,,,,,rerro,burvo,Il burro ha un sapore che non mi piace,Cosa ha un sapore che non mi piace?,Burro,Carro,Menta,,Il burro ha un sapore che non mi piace,Il burro ... un sapore che non mi piace,HA,A,,par_M_sing,Il ... ha un sapore che non mi piace,piadina,,burro,dolci,,"In molte ricette, tra gli ingredienti, c'è il burro","In molte ricette, tra gli ingredienti, ... il burro",0,1,0,NO,PRESENTE,c'è,ci sono,ci sarà,CVCCV,,burro,,,,,1,,
88,,4,benchè,b,2,cong.,3,76,2,ben,ché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCCV,,benchè,,,,,,,
89,,4,bene,b,2,avv.,1,1939,2,be,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,bene,,,,,,,
90,,4,bensì,b,2,"cong. avv,",3,97,2,ben,sì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,bensì,,,,,,,
91,,4,breve,b,2,avv. agg.,1,394,2,bre,ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCVCV,,breve,,,,,,,
92,,2,baciare,b,2,v.,1,13,3,ba,cia,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVVCV,,baciare,,,,,,,
93,,2,ballare,b,1,v.,1,48,3,bal,la,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,ballare,,,,,,,
94,,2,belare,b,2,v.,2,1,3,be,la,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,belare,,,,,,,
95,,2,bere,b,2,v.,1,104,2,be,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,bere,,,,,,,
96,,2,bisbigliare,b,2,v.,2,0,4,bi,sbi,glia,re,,,cisfigliare,bisbitramio,Davide ha bisbigliato qualcosa a Francesco,Chi ha bisbigliato qualcosa a Francesco?,Davide,Franco,Mario,,Davide ha bisbigliato qualcosa a Francesco,Davide ha bisbigliato qualcosa ... Francesco,A,HA,,,,,,,,,,,,,,,,,,,CVCCVCCVVCV,,bisbigliare,,,,,,,
97,,2,bisticciare,b,1,v.,2,1,4,bi,stic,cia,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCCVVCV,,bisticciare,,,,,,,
98,,2,brillare,b,1,v.,3,12,3,bril,la,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCVCCVCV,,brillare,,,,,,,
99,,2,bucare,b,2,v.,3,3,3,bu,ca,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,bucare,,,,,,,
100,,2,bussare,b,1,v.,3,16,3,bus,sa,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,bussare,,,,,,,
101,,2,buttare,b,1,v.,1,32,3,but,ta,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,buttare,,,,,,,
102,,3,bagnato,b,2,agg.,3,13,3,ba,gna,to,,,,trignato,bafrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,bagnato,,,,,,,
103,,3,bambino,b,2,agg. s.,1,518,3,bam,bi,no,,,,trebino,bampollo,I bambini giocano insieme a nascondino,A cosa giocano i bambini?,Nascondino,Lupo mangia frutta,Strega comanda colore,,I bambini giocano insieme a nascondino,I bambini giocano insieme ... nascondino,A,HA,,par_M_plur,I ... giocano insieme a nascondino,bambina,,fanciullo,bambini,,Prima c'erano dei bambini che giocavano insieme,Prima ... dei bambini che giocavano insieme,1,0,0,SI,PASSATO,c'erano,ci saranno,ci sono,CVCCVCV,,bambino,,,,,,,
104,,3,basso,b,1,agg.,1,641,2,bas,so,,,,,fanso,baste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCV,,basso,,,,,,,
105,,3,bello,b,1,agg.,1,312,2,bel,lo,,,,,geclo,belfe,Lo spettacolo di fine anno è stato veramente bello,Com'è stato lo spettacolo di fine anno?,Bello,Brutto,Giallo,,Lo spettacolo di fine anno è stato veramente bello,Lo spettacolo di fine ... è stato veramente bello,ANNO,HANNO,,par_M_sing,Lo ... di fine anno è stato veramente bello,,scene,spettacolo,spettacoli,,Ci sarà uno spettacolo veramente bello a fine anno,... uno spettacolo veramente bello a fine anno,0,0,1,NO,FUTURO,ci sarà,ci saranno,c'era,CVCCV,,bello,,,,,,,
106,,3,bestiale,b,2,agg.,2,7,3,be,stia,le,,,,cremiale,bestreco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVVCV,,bestiale,,,,,,,
107,,3,biondo,b,2,agg.,2,49,2,bion,do,,,,,trindo,biorte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVVCCV,,biondo,,,,,,,
108,,3,biricchino,b,1,agg.,2,2,4,bir,ric,chi,no,,,batischino,birisciami,Mio fratello è stato un po' birichino,Chi è stato un po' birichino?,Mio fratello,Mia sorella,Mio papà,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCCVCV,,biricchino,,,,,,,
109,,3,bizzarro,b,1,agg.,3,26,3,biz,zar,ro,,,,quatarro,bizziffo,"In quel cartone, c'è un personaggio bizzarro",Dove c'è un personaggio bizzarro?,In quel cartone,In un libro,In salotto,,Mio zio si definisce bizzarro a volte,Mio zio si definisce bizzarro ... volte,A,HA,,par_M_sing,Il ... di quel cartone è bizzarro,bambola,,protagonista,protagonisti,,"In quel cartone, c'è un personaggio bizzarro","In quel cartone, ... un personaggio bizzarro",0,1,0,NO,PRESENTE,c'è,c'erano,ci sarà,CVCCVCCV,,bizzarro,,,,,,,
110,,3,blu,b,2,agg.,1,252,1,blu,,,,,,elu,bia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCV,,blu,,,,,,,
111,,3,bravo,b,2,agg,1,144,2,bra,vo,,,,,trevo,bragu,Il nonno è un bravo artigiano,Chi è un bravo artigiano?,Nonno,Sonno,Zio,,,,,,,par_M_sing,Il ... è un bravo artigiano,nonna,mamme,nonno,,,,,,,,,,,,,CCVCV,,bravo,,,,,,,
112,,3,brillante,b,1,agg.,3,82,3,bril,lan,te,,,,cestrante,brilloghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCVCCVCCV,,brillante,,,,,,,
113,,3,bruciato,b,2,agg.,3,36,3,bru,cia,to,,,,tlimato,brucantu,Stamattina c'era puzza di plastica bruciata,Quando c'era puzza di plastica bruciata?,Stamattina,Ieri,Stasera,,Io ho sentito puzza di plastica bruciata,Io ... sentito puzza di plastica bruciata,HO,O,,,,,,,,,Stamattina c'era puzza di plastica bruciata,Stamattina ... puzza di plastica bruciata,1,0,0,NO,PASSATO,c'era,c'erano,ci saranno,CCVCVVCV,,bruciato,,,,,,,
114,,3,brutto,b,1,agg.,1,126,2,brut,to,,,,,viatto,bruleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCVCCV,,brutto,,,,,,,
115,,3,buffo,b,1,agg.,3,21,2,buf,fo,,,,,trafo,bufoi,Al circo c'erano dei pagliacci con una faccia buffa,Com'era la faccia dei pagliacci?,Buffa,Alta,Baffo,,,,,,,par_M_plur,I ... del circo avevano una faccia buffa,maga,,pagliaccio,pagliacci,,Al circo c'erano dei pagliacci con una faccia buffa,Al circo ... dei pagliacci con una faccia buffa,1,0,0,NO,PASSATO,c'erano,c'era,c'è,CVCCV,,buffo,,,,,,,
116,,3,bugiardo,b,2,agg.,3,12,3,bu,giar,do,,,,fedierdo,bugiante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVVCCV,,bugiardo,,,,,,,
117,,3,buono,b,2,agg.,1,210,2,buo,no,,,,,scano,buofe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVVCV,,buono,,,,,,,
118,,1,bagnino,b,2,s.,4,11,3,ba,gni,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,bagnino,,,,,,,
119,,1,bulldog,b,1,s.,4,0,2,bull,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCCVC,,bulldog,1,,,,,,
120,,1,budino,b,2,s.,4,2,3,bu,di,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCV,,budino,,,,,1,,
121,,1,biscia,b,2,s.,4,4,2,bi,scia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCVV,,biscia,1,,,,,,
122,,1,cacciatore,c,1,s.,3,18,4,cac,cia,to,re,,,pacciatore,cacciamore,"Nella fiaba di Cappuccetto Rosso, il cacciatore salva la bambina e la nonna dal lupo",Chi salva la bambina e la nonna dal lupo?,Il cacciatore,I cacciatori,Il prete,,Il cacciatore ha sparato a un fagiano,Il cacciatore ... sparato a un fagiano,HA,A,,par_M_plur,I ... utilizzano i fucili per sparare,vigilessa,,cacciatore,cacciatori,,Ci sono cacciatori che non rispettano le regole della caccia,... cacciatori che non rispettano le regole della caccia,0,1,0,NO,PRESENTE,ci sono,c'era,ci saranno,CVCCVVCVCV,,cacciatore,,,,,,,
123,,1,camion,c,2,s.,1,60,2,ca,mion,,,,,renion,camien,Ieri c'era un grande camion sulla strada,Dov'era il camion?,Strada,Marciapiede,Città,,,,,,,,,,,,,,Ieri c'era un grande camion sulla strada,Ieri ... un grande camion sulla strada,1,0,0,SI,PASSATO,c'era,ci sono,c'è,CVCVVC,,camion,,,,,,,1
124,,1,cammello,c,1,s.,2,12,3,cam,mel,lo,,,,pattello,cammuro,Il cammello è un animale che può trasportare fino a 450 chili,Cosa può trasportare fino a 450 chili?,Il cammello,Il dromedario,Il camion,,L'anno scorso c'erano dei cammelli allo zoo,L' ... scorso c'erano dei cammelli allo zoo,ANNO,HANNO,,par_M_sing,Il ... è un animale che può trasportare fino a 450 chili,mucca,,cammello,cammelli,,L'anno scorso c'erano dei cammelli allo zoo,L'anno scorso ... dei cammelli allo zoo,1,0,0,SI,PASSATO,c'erano,ci sono,c'era,CVCCVCCV,,cammello,1,,,,,,
125,1,1,cane,c,2,s.,1,174,2,ca,ne,,,,,tene,cama,Il cane di Luca ha il pelo soffice come una nuvola,Com'è il pelo del cane di Luca?,Soffice,Viola,Soffiato,,Il cane di Luca ha il pelo soffice come una nuvola,Il cane di Luca ... il pelo soffice come una nuvola,HA,A,,par_M_sing,Il cane di Luca ha il ... soffice come una nuvola,pelle,,pelo,cani,,Ci sono cani con il pelo molto soffice ,... cani con il pelo molto soffice ,0,1,0,NO,PRESENTE,ci sono,c'erano,c'è,CVCV,,cane,1,,,,,,
126,1,1,cappello,c,1,s.,3,90,3,cap,pel,lo,,,,rebbello,cappatte,Quando c'è il sole è meglio mettere il cappello,Quando c'è il sole è meglio mettere il ...,Cappello,Maglione,Costume,,Marta mi ha regalato un cappello a righe bianche e verdi,Marta mi ha regalato un cappello ... righe bianche e verdi,A,HA,,par_M_sing,Quando c'è il ... è meglio mettere il cappello,,nuvole,sole,sali,,Quando c'è il sole è meglio mettere il cappello,"Quando ... il sole, è meglio mettere il cappello",0,1,0,SI,PRESENTE,c'è,ci sono,ci sarà,CVCCVCCV,,cappello,,,,1,,,
127,,1,capra,c,2,s.,3,28,2,ca,pra,,,,,mopra,carbe,Il cane del pastore ha controllato le capre,Chi ha controllato le capre?,Cane,Lupo,Carte,,Il cane del pastore ha controllato le capre,Il cane del pastore ... controllato le capre,HA,A,,par_F_plur,Il cane del pastore ha controllato le ...,,capre,gregge,lupi,,Ieri c'era il cane del pastone che ha controllato le capre ,Ieri ... il cane del pastone che ha controllato le capre,1,0,0,SI,PASSATO,c'era,c'erano,ci sono,CVCCV,,capra,1,,,,,,
128,1,1,case,c,2,s.,1,346,2,ca,se,,,,,vase,caza,La casa dei vicini è piccola ma graziosa,Cosa è piccola ma graziosa?,Casa,Cagnolina,Cucina,,Ci sarà una festa a casa di Luca,Ci sarà una festa ... casa di Luca,A,HA,,par_F_sing,La ... dei vicini è piccola ma graziosa,casa,case,,alberi,,Ci sarà una festa a casa di Luca,... una festa a casa di Luca,0,0,1,NO,FUTURO,ci sarà,c'è,c'erano,CVCV,,case,,,,,,,
129,1,1,castagna,c,2,s.,2,33,3,ca,sta,gna,,,,terdagna,castotta,Ogni anno il nonno raccoglie le castagne,Cosa raccoglie il nonno?,Castagne,Noci,Castori,,Ogni anno il nonno raccoglie le castagne,Ogni ... il nonno raccoglie le castagne,ANNO,HANNO,,par_F_plur,Ogni anno il nonno raccoglie le ...,foglia,castagne,,semi,,,,,,,,,,,,CVCCVCCV,,castagna,,,,,1,,
130,,1,castello,c,1,s.,1,146,3,ca,stel,lo,,,,stafello,castuzzo,Il castello della principessa Sissi è maestoso,Il castello della principessa Sissi è...,Maestoso,Sfarzoso,Altissimo,,Le principesse dei cartoni hanno spesso un castello,Le principesse dei cartoni ... spesso un castello,HANNO,ANNO,,par_M_sing,Il ... della principessa Sissi è maestoso,corona,,castello,castelli,,Nei cartoni animati c'è quasi sempre un castello,Nei cartoni animati ... quasi sempre un castello,0,1,0,NO,PRESENTE,c'è,ci sono,c'era,CVCCVCCV,,castello,,,,,,,
131,,1,castoro,c,2,s.,2,0,3,ca,sto,ro,,,,rastoro,castive,Il castoro è un animale che costruisce le dighe sui fiumi,Dove vengono costruite le dighe?,Sui fiumi,Sui laghi,Nei porti,,I castori hanno una coda larga e piatta,I castori ... una coda larga e piatta,HANNO,ANNO,,par_M_plur,I ... sono abili nuotatori,,lepri,castoro,castori,,Nei fiumi ci sono castori che costruiscono dighe,Nei fiumi ... castori che costruiscono dighe,0,1,0,NO,PRESENTE,ci sono,c'era ,ci saranno,CVCCVCV,,castoro,1,,,,,,
132,1,1,cavalli,c,1,s.,1,119,3,ca,val,li,,,,resalli,cavotti,Il principe Azzurro arriva a dorso di un cavallo bianco,Chi arriva a dorso di un cavallo bianco?,Principe,Re,Principio,,Il principe Azzurro arriva a dorso di un cavallo bianco,Il principe Azzurro arriva ... dorso di un cavallo bianco,A,HA,,par_M_sing,Il ... Azzurro arriva a dorso di un cavallo bianco,regina,,principe,gnomi,,Nel prato dove ho camminato ieri c'erano i cavalli,Nel prato dove ho camminato ieri ... i cavalli,1,0,0,SI,PASSATO,c'erano,ci sono,ci saranno,CVCVCCV,,cavalli,1,,,,,,
133,,1,caviglia,c,2,s.,3,38,3,ca,vi,glia,,,,tareglia,caveghia,Ho un dolore alla caviglia,Dove ho un dolore?,Caviglia,Braccio,Maniglia,,Io ho un dolore alla caviglia,Io ... un dolore alla caviglia,HO,O,,par_F_sing,La ... di Sara è sottile,caviglia,caviglie,portico,,,La settimana prossima ci sarà un tatuaggio sulla mia caviglia ,La settimana prossima ... un tatuaggio sulla mia caviglia ,0,0,1,SI,FUTURO,ci sarà,ci saranno,c'è,CVCVCCVV,,caviglia,,,1,,,,
134,1,1,cellula,c,1,s.,1,18,3,cel,lu,la,,,,vottula,cellote,Il corpo è fatto di cellule,Di cosa è fatto il corpo?,Cellule,Farfalle,Ossa,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCV,,cellula,,,,,,,
135,1,1,cerotto,c,1,s.,2,4,3,cer,rot,to,,,,goratto,cerollo,La dottoressa ha messo un cerotto sulla ferita di Adele,Dove ha messo il cerotto la dottoressa?,Sulla ferita,Sullo sgabello,Sul forno,,La dottoressa ha messo un cerotto sulla ferita di Adele,La dottoressa ... messo un cerotto sulla ferita di Adele,HA,A,,par_F_sing,La ... ha messo un cerotto sulla ferita di Adele,dottoressa,,dottore,medici,,,,,,,,,,,,CVCVCCV,,cerotto,,,,,,,
136,1,1,cervello,c,1,s.,1,164,3,cer,vel,lo,,,,bundello,cervasta,Dal confronto di più cervelli nascono le migliori idee,Cosa nasce dal confronto di più cervelli?,Idee,Domande,Dea,,,,,,,par_F_plur,Dal confronto di più cervelli nascono le migliori ... ,testa,idee,,miracoli,,Nel cervello ci sono molti pensieri,Nel cervello ... molti pensieri,0,1,0,NO,PRESENTE,ci sono,c'erano,c'è,CVCCVCCV,,cervello,,,1,,,,
137,1,1,chiave,c,2,s.,1,191,2,chia,ve,,,,,ghiave,chiova,Prima c'erano le chiavi attaccate alla porta,"Le chiavi, sulla porta ...",C'erano,Ci sono,Ci saranno,,,,,,,par_F_plur,Prima c'erano le ... attaccate alla porta,porta,chiavi,catenaccio,,,Prima c'erano le chiavi attaccate alla porta,Prima ... le chiavi attaccate alla porta,1,0,0,SI,PASSATO,c'erano,ci saranno,ci sono,CCVVCV,,chiave,,,,,,,
138,1,1,chiodi,c,2,s.,3,18,2,chio,di,,,,,ghiodi,chiobi,Ci sarà un chiodo sotto la sedia,Il chiodo ...,Ci sarà,C'è,C'era,,"Di fronte a te ci sarà un chiodo, attento!","Di fronte ... te ci sarà un chiodo, attento!",A,HA,,par_F_sing,Ci sarà un chiodo sotto la ...,sedia,,tavolo,quadri,,Ci sarà un chiodo sotto la sedia,... un chiodo sotto la sedia,0,0,1,NO,FUTURO,ci sarà,c'era,c'è,CCVVCV,,chiodi,,,,,,,
